ResID,Question,Verbatim,Codes,CodeLabels,Confidence,IsCoded,NeedsReview,Note
1002,Concept_Like_1,Lồng sấy kích thước lớn :  sấy khô ga gối rất tiện dụng. Tay nắm chiều cao hợp lý :  có thế dễ dàng lấy ra. Bảng điều khiển : dễ sử dụng. Mặt kiếng nhám : dễ lau chùi vệ sinh,01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,0.9,True,False,Cửa lồng sấy lớn và bảng điều khiển dễ sử dụng.
1002,Concept_Like_2,"Nắp mở thiết kế mới lạ trượt:  an toàn khi giặt, không bị giập tay",10,Thiết kế cửa trượt,0.8,True,False,Thiết kế cửa trượt an toàn.
1002,Concept_Like_4,"Màn hình cảm ứng thiết kế thông minh : màn hình dễ bấm, rõ ràng, dễ quan sát",07,Màn hình cảm ứng,0.9,True,False,"Màn hình cảm ứng dễ bấm, rõ ràng."
1002,Concept_Like_6,"Thiết kế  điều khiển giọng noi:  rất thông minh, không cần bấm máy. Trong vòng 2m: có thể ra lệnh máy tự giặt, tiết kiệm thời gian khi mình đang bận làm việc khác",03,Điều khiển giọng nói,0.9,True,False,Điều khiển giọng nói thông minh.
1002,Concept_Like_7,"Không cần làm tự lọc lại xơ vải bằng tay: thiết kế thông minh. Tiết kiệm thời gian :  không mất công lọc rác 1 lần nữa, sau khi giặt",04,Tiết kiệm thời gian và chi phí,0.9,True,False,"Không cần lọc xơ vải bằng tay, tiết kiệm thời gian."
1002,Concept_Like_8,Dễ dàng tháo lắp mâm giặt: để kiểm tra vệ sinh máy. Không  cần tốn thời gian: chí phí kêu thợ kiểm tra vệ sinh,04,Tiết kiệm thời gian và chi phí,0.8,True,False,"Dễ dàng tháo lắp mâm giặt, tiết kiệm chi phí vệ sinh."
1002,Concept_Like_9,"Thiết kế thay đổi màu sắc trong các giai đoạn giặt : rất mới lạ  giúp người giặt có thể quan sát  mà không cần tới gần kiểm tra. Thiết kế bề mặt vân đá : đẹp, sang trọng, nhìn rất sang trọng, cao cấp",08,Vật liệu vân đá,0.8,True,False,Thiết kế bề mặt vân đá sang trọng.
1002,Concept_Like_10,"Bề mặt vân đá : đẹp, sang trọng, hài hoà. Thiết kế đèn led lồng giặt : dễ dàng nhìn thấy bên trong lồng giặt đang là chế độ nào",08|09,Vật liệu vân đá|Đèn led chiếu sáng,0.9,True,False,Bề mặt vân đá và đèn led chiếu sáng.
1003,Concept_Like_1,"Cửa lồng sấy có kích thước lớn: do có cửa lồng lớn giúp cho việc bỏ quần áo dễ dàng hơn. Thiết kế thanh lịch, tình tế, gọn gàng : thiết kế vừa vặn phù hợp với không gian trong nhà. Bảng điều khiển phía dưới : giúp cho người dùng dễ thao tác hơn khi sấy quần áo",01|05|02,Thiết kế cửa lớn|Thiết kế hiện đại|Bảng điều khiển tiện lợi,0.9,True,False,"Cửa lồng lớn, thiết kế thanh lịch, bảng điều khiển dễ thao tác."
1003,Concept_Like_2,Không cần mở hẳn cửa gây tốn diện tích nhưng lồng giặt vẫn có thể được phơi khô tự nhiên: vì không cần mở hẳn khi không giặt đồ,06,Chống nấm mốc,0.8,True,False,Lồng giặt thông thoáng ngăn ngừa nấm mốc.
1003,Concept_Like_3,"Không cần mở hoàn toàn nắp cửa máy giặt mà vẫn có thể giúp lồng giặt thông thoáng: vì giúp ngăn ngừa nấm mốc, mùi hôi cho máy giặt. Thiết kế máy đẹp, gọn gàng cho không gian gia đình",06|05,Chống nấm mốc|Thiết kế hiện đại,0.9,True,False,Thiết kế ngăn ngừa nấm mốc và hiện đại.
1003,Concept_Like_4,"Giúp thao tác dễ dàng : vì máy có màn hình cảm ứng rõ ràng. Dễ dàng cập nhật dễ đang các tính năng mới: máy có thể hiện các tính năng rõ ràng trên màn hình. Thiết kế hiện đại: vì máy có thiết kế đẹp, màn hình cảm ứng",07|05,Màn hình cảm ứng|Thiết kế hiện đại,0.9,True,False,"Màn hình cảm ứng rõ ràng, thiết kế hiện đại."
1003,Concept_Like_5,"Bảng điều khiển có thể điều chỉnh góc độ khi sử dụng: vì bảng điều khiển có thể gấp gọn khi không sử dụng. Thiết kế hiện tại, tăng tính năng tiện dụng: có thể giúp việc lau chùi , vệ sinh máy gọn gàng hơn",02|05,Bảng điều khiển tiện lợi|Thiết kế hiện đại,0.9,True,False,"Bảng điều khiển có thể điều chỉnh góc độ, thiết kế hiện đại."
1003,Concept_Like_6,"Tăng tính tiện dụng: người dùng có thể chọn chương trình giặt, các điều khiển cụ thể ( nếu có ) hoặc yêu cầu máy giặt tự chọn cho chương trình phù hợp bằng các cảm biếng âm tự động: vì giúp mình có thể ngồi và làm theo ý của người dùng. Công nghệ thông minh, tích hợp AI: máy có thể tự thao tác cho người dùng. Khoảng cách nghe được : trong vòng 2m, ngôn ngữ tiếng Việt: giúp dễ thao tác và tiện dụng vì nó tính năng tiếng Việt , đủ phạm vi để người dùng đủ thực hiện",03,Điều khiển giọng nói,0.9,True,False,"Điều khiển giọng nói thông minh, tích hợp AI."
1003,Concept_Like_7,Tự động xả sạch xơ vải: giúp quần áo sạch hơn. Không cần vệ sinh thủ công: đỡ tốn thời gian vệ sinh máy giặt. Tiết kiệm thời gian: đỡ tốn thời gian vệ sinh hàng tháng cho máy giặt,04,Tiết kiệm thời gian và chi phí,0.9,True,False,"Tự động xả sạch xơ vải, tiết kiệm thời gian."
1003,Concept_Like_8,"Có thể tự vệ sinh máy: đỡ tốn tiền để mướn thợ, tiết kiệm chi phí. Dễ dàng tháo lắp mâm giặt để vệ sinh: thiết kế mới có thể tháo lắp mâm giặt",04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1003,Concept_Like_9,"Bề mặt vật liệu mô phỏng vân đá: vì thiết kế sang trọng, đẹp , hài hòa với không gian nội thất trong nhà. Sử dụng ánh sáng xung quanh bảng điều khiển để hiển thị trạng thái: giúp cho mình biết được máy đang giặt ở chế độ nào, có đang hoạt động hay không",06|08,Chống nấm mốc|Vật liệu vân đá,1.0,True,False,Ánh sáng xung quanh bảng điều khiển không rõ ràng trong codeframe [manually recoded]
1003,Concept_Like_10,"Bề mặt vật liệu mô phỏng vân đá: thiết kế máy đẹp, sang trọng phù hợp với không gian trong nhà. Đèn led chiếu sáng bên trong lồng giặt, xoáy nước siêu mạnh khi đang hoạt động kèm theo đèn Led màu xanh dương: giúp cho người dùng biết máy đang giặt, cảm thấy máy hiện đại hơn",08|09,Vật liệu vân đá|Đèn led chiếu sáng,0.95,True,False,
1004,Concept_Like_1,lồng sấy có kích thước lớn:  vì có thể bỏ nhiều đồ vào sấy cùng một lúc. bảng điều khiển ở dưới:  giúp việc thao tác sử dụng dễ dàng hơn. bề mặt nhám lau chùi mà không làm xước sản phẩm: sẽ giúp sản phẩm bền lâu và đẹp hơn. được trang bị 2 bộ phận làm nóng và 2 cửa thoáng khí : giúp vải mềm mại và bông xốp,01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,1.0,True,False,Bề mặt nhám và bộ phận làm nóng không rõ ràng trong codeframe [manually recoded]
1004,Concept_Like_2,"phù hợp với không gian nhà có diện tích hạn chế cho khu vực giặt giũ: sẽ tiết kiệm được không gian sống , không cần mở cửa hẳn gây tốn diện tích",10,Thiết kế cửa trượt,0.9,True,False,
1004,Concept_Like_3,"chân chống nắp máy giặt: giúp lồng giặt thông thoáng , được phơi khô tự nhiên , ngăn ngừa nấm mốc",06,Chống nấm mốc,0.95,True,False,
1004,Concept_Like_4,bảng điều khiển có màn hình cảm ứng lớn: giúp dễ đang nhìn thấy các tính năng và thao tác dễ dàng. thiết kế hiện đại thoief thượng: giúp cho nhà đẹp và sang trọng hơn,07|05,Màn hình cảm ứng|Thiết kế hiện đại,0.95,True,False,
1004,Concept_Like_5,khi không sử dụng có thể gập 180 độ ; giúp cho việc lau chùi được thao tác dễ dàng hơn. bảng điều khiển có thể điều chỉnh góc độ: giúp người dùng có thể sử dụng tiện lợi và xem được các tính năng rõ hơn,02,Bảng điều khiển tiện lợi,0.95,True,False,
1004,Concept_Like_6,"Công nghệ thông minh, tích hợp AI : giúp người dùng sử dụng sản phẩm nhanh chóng tiện lợi và dễ dàng hơn mà không cần pgair thao tác trên bảng điều khiển",01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,1.0,True,False,Công nghệ AI không rõ ràng trong codeframe [manually recoded]
1004,Concept_Like_7,tiết kiệm thời gian không cần phải làm sạch xoe vải bằng thủ công,04,Tiết kiệm thời gian và chi phí,0.95,True,False,
1004,Concept_Like_8,tiết kiệm được thời gian và chi phí: vì có thể tháo bỏ mâm giặt để tự vệ sinh máy sạch sẽ mà không cần gọi dịch vụ đến,04,Tiết kiệm thời gian và chi phí,0.95,True,False,
1004,Concept_Like_9,bề mặt vật liệu mô phỏng vân đá: giúp sản phẩm đẹp mắt và làm cho nội thất nhà sang trọng hơn. sử dụng ánh sáng xung quanh bảng điều khiển: giúp thể hiện các tính năng của máy giặt trong quá trình sử dụng  rõ ràng hơn,01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,1.0,True,False,Ánh sáng xung quanh bảng điều khiển không rõ ràng trong codeframe [manually recoded]
1004,Concept_Like_10,bề mặt vật liệu mô phỏng vân đá: giúp sản phẩm đẹp mắt hơn và ngôi nhà trông sang trọng hơn. đèn led chiếu sang bên lồng giặt giúp thể hiện rõ các tính năng của máy giặt trong quá trình sử dụng,08|09,Vật liệu vân đá|Đèn led chiếu sáng,0.95,True,False,
1005,Concept_Like_1,Máy sấy thông hơi : chức năng mới mẻ.hiện đại .. Cửa lồng sấy kích thước lớn: chứa nhiều quần áo cần giặt. Tay nắm ở vị trí thấp : phù hợp chiều cao tất cả thành viên trong gia đình. Bảng điều khiển ở phía dưới giúp cho việc thao tác dễ dàng: cập nhật xu hướng mới.phù hợp cho người sử dụng,01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,0.9,True,False,
1005,Concept_Like_2,Không cần mở hẳn cửa gây tốn diện tích nhưng lồng giặt vẫn có thể khô tự nhiên.ngăn ngừa nấm mốc: phù hợp diện tích chật hẹp vẫn có thể sử dụng thoải mái trong quá trình giặt.. Tránh các vật dụng lớn:ngăn không cho các con vật côn trùng các đồ đồ dùng rơi vào trở nên vệ sinh và an toàn,06|10,Chống nấm mốc|Thiết kế cửa trượt,0.9,True,False,
1005,Concept_Like_3,Không cần mở hoàn toàn nắp cửa máy giặt vẫn có thể giúp lồng giặt thông thoáng: thiết kế mới lạ dễ quan sát .nếu quên dễ mau khô đồ,06|10,Chống nấm mốc|Thiết kế cửa trượt,0.9,True,False,
1005,Concept_Like_4,"Bảng điều khiển có màn hình cảm ứng hiển thị lớn giúp thao tác dễ dàng rõ ràng hình ảnh to,dễ điều khiển,dễ bấm",07,Màn hình cảm ứng,0.95,True,False,
1005,Concept_Like_5,"Bảng điều khiển có thể gấp gọn, có thể gập 180 độ : không chiếm quá nhiều diện tích, chức năng mới lạ không như những máy giặt khác. Thiết kế hiện tại , tăng tính tiện dụng : có thể giặt mọi hình thức khác nhau trong quá trình giặt,phù hợp nhu cầu tất cả mọi người sử dụng nó",02|05,Bảng điều khiển tiện lợi|Thiết kế hiện đại,0.9,True,False,
1005,Concept_Like_6,Điều khiển máy giặt bằng giọng nói : không cần bấm điều khiển chỉ cần bấm nói cũng làm theo được ý của mình muốn. Chọn chương trình giặt cụ thể nếu có hoặc yêu cầu máy tự chọn chương trình phù hợp bằng cảm biến tự động : có thể yêu cầu máy giặt làm theo ý chị muốn mà không cần phải đến máy giặt bấm,03,Điều khiển giọng nói,0.95,True,False,
1005,Concept_Like_7,Người dùng sẽ không cần vệ sinh thủ công lý do thích lược bớt công đoạn giặt. Tiết kiệm thời gian : giúp người sử dụng máy giặt nhanh mà không mất thời gian. Tự động xả sạch xơ vải lý do vệ sinh kỹ sạch,04,Tiết kiệm thời gian và chi phí,0.95,True,False,
1005,Concept_Like_8,"Với thiết kế mới, người dùng có thể vệ sinh máy sạch sẽ mà không cần tốn thêm chi phí. Thích vì đỡ tốn tiền chi phí và mất thời gian chờ thợ tới. Tiết kiệm chi phí và đỡ tốn thời gian : với thiết kế mới, người dùng có thể tự vệ sinh máy sạch sẽ mà không cần tốn thêm chi phí. Chức năng trên hình ảnh như cánh hoa hình đầu tiên dễ tháo lắp ráp phù hợp cho người sử dụng",04,Tiết kiệm thời gian và chi phí,0.95,True,False,
1005,Concept_Like_9,Đèn báo hoạt động của máy giặt :Có thể dễ dàng nhận biết máy giặt đang ở giai đoạn nào .. Chức năng nước nóng và nước bình thường hiển thị rõ ràng giúp người sử dụng dễ nhận biết khi giặt,05|09,Thiết kế hiện đại|Đèn led chiếu sáng,1.0,True,False,Đèn báo hoạt động không rõ ràng trong codeframe [manually recoded]
1005,Concept_Like_10,Xoáy nước siêu mạnh khi hoạt động kèm led màu xanh dương : dòng nước mạnh xã quần áo sạch sẽ dễ nhìn dễ hiểu trạng thái giặt. Khi nóng hiển thị màu cam : rõ ràng dễ theo dõi trong quá trình giặt,09,Đèn led chiếu sáng,0.9,True,False,
1006,Concept_Like_1,"Quần áo mềm mại và bông xốp: quần áo khi mặc sẽ mềm và thoải mái hơn. Thiết kế thanh lịch, tinh tế: giúp hài hòa với không gian nội thất trong nhà",05,Thiết kế hiện đại,0.9,True,False,
1006,Concept_Like_2,Phù hợp với không gian nhà ở có diện tích hạn chế cho khu vực giặt giũ: rất thích hợp cho những nhà có diện tích phòng nhỏ như nhà mình. Phơi khô tự nhiên: giúp lồng giặt khô ráo sạch sẽ. Ngăn ngừa nấm mốc phát triển bên trong: đảm bảo vệ sinh cho máy giặt,06|10,Chống nấm mốc|Thiết kế cửa trượt,0.9,True,False,
1006,Concept_Like_3,Phơi khô tự nhiên: Giúp máy thoáng khí và sạch. Ngăn ngừa nấm mốc: giúp cho vi khẩn nấm không bị phát sinh giúp lồng máy giặt thơm và sạch sẽ,06,Chống nấm mốc,0.9,True,False,
1006,Concept_Like_4,"Giúp cho thao tác sử dụng máy giặt dễ dàng: nhà có người lớn tuổi nên những đồ dễ sử dụng sẽ tiện lợi. Thiết kế hiện đại, thời thượng: nhìn máy giặt sẽ trông đẹp và sang trọng hơn",05,Thiết kế hiện đại,0.9,True,False,
1006,Concept_Like_5,Bảng điều khiển có thể gấp gọn: tiện lợi giúp  dễ dàng khi sử dụng lúc vệ sinh lau màn hình trước sau. Thiết kế hiện đại: nhìn rất sang trọng và hiện đại,02|05,Bảng điều khiển tiện lợi|Thiết kế hiện đại,0.9,True,False,
1006,Concept_Like_6,"Có thể tương tác với máy giặt bằng giọng nói: không cần phải bấm nút giúp tôi không cần đến gần để điều khiển. Công nghệ thông minh, tích hợp AI: công nghệ hiện đại giúp tiện lợi cho mọi người trong gia đình. Người dùng không còn lo ngại về việc sử dụng máy giặt 1 cách phức tạp: tiện lợi cho việc sử dụng với nhưng người không rành máy móc",03,Điều khiển giọng nói,0.9,True,False,
1006,Concept_Like_7,Tự động xả sạch xơ vải: làm sạch máy giặt và quần áo hơn. Tiết kiệm thời gian: tiết kiệm hơn so với máy giặt cũ,04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1006,Concept_Like_8,Tự tháo bỏ mâm giặt để vệ sinh: có thể tự thao tác dễ dàng. Có thể tự vệ sinh máy sạch sẽ: làm sạch lồng giặt một cách tự chủ và luôn giữ máy giặt sạch sẽ. Không cần tốn thêm chi phí: tiết kiệm chi phí hơn,04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1006,Concept_Like_9,Bề mặt vật liệu mô phỏng vân đá: nhìn rất sang trọng. Đèn báo hoạt động của máy giặt: giúp biết được đang giặt chế độ nào tạo cảm giác an tâm,08|02,Vật liệu vân đá|Bảng điều khiển tiện lợi,1.0,True,False,Đèn báo không rõ thuộc mã nào [manually recoded]
1006,Concept_Like_10,"Bề mặt vật liệu mô phỏng vân đá: nhìn rất sang trọng cho không gian gia đình. Đèn led chiều sáng bên lồng giặt: giúp biết được đang giặt chế độ nào, là thiết kế độc đáo",08|09,Vật liệu vân đá|Đèn led chiếu sáng,0.9,True,False,
1007,Concept_Like_1,"Sử dụng dễ dàng : cửa lồng sấy có kích thước lớn, giúp bỏ đồ và lấy đồ ra thuận tiện. Quần áo mềm mại, bông xốp : quần áo khi mặc thoải mái dễ chịu. Bề mặt nhám dễ lau chùi : dễ vệ sinh",01,Thiết kế cửa lớn,0.9,True,False,
1007,Concept_Like_2,"Thiết kế cửa trượt : độc đáo,tiết kiệm không gian. Không cần mở hẳn cửa : không gây tốn diện tích. Tránh các vật dụng lớn rơi vào lồng giặt : an toàn cho người sử dụng",10,Thiết kế cửa trượt,0.9,True,False,
1007,Concept_Like_3,"Không cần mở hoàn toàn nắp cửa máy giặt : giúp lồng giặt thông thoáng,được phơi khô tự nhiên. Ngăn ngừa nấm mốc phát triển bên trong lồng : quần áo sạch sẽ, thơm lâu.",06,Chống nấm mốc,0.9,True,False,
1007,Concept_Like_4,"Bảng điều khiển có màn hình cảm ứng hiển thị lớn: thao tác sử dụng máy giặt dễ dàng. Dễ dàng cập nhật tính năng mới : tiện sử dụng. Thiết kế hiện đại, thời thượng : cảm thấy nhà đẹp hơn",07|05,Màn hình cảm ứng|Thiết kế hiện đại,0.9,True,False,
1007,Concept_Like_5,"Bảng điều khiển có thể gập 180 độ khi không sử dụng : giúp không gian gọn gàng hơn, việc vệ sinh lau chùi cũng dễ dàng hơn. Bảng điều khiển có thể điều chỉnh góc độ khi sử dụng : giúp người dùng dễ dàng chỉnh sửa theo ý mình",02,Bảng điều khiển tiện lợi,0.9,True,False,
1007,Concept_Like_6,"Người dùng có thể tương tác với máy giặt bằng giọng nói : thao tác dễ dàng, tiện sử dụng",03,Điều khiển giọng nói,0.9,True,False,
1007,Concept_Like_7,"Tự động xả sạch xơ vải lọc được : tiện lợi,quần áo sạch sẽ. Không cần vệ sinh thủ công : tiết kiệm thời gian",04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1007,Concept_Like_8,Thiết kế mới : độc đáo có thể tự tháo. Tự vệ sinh máy : chủ động thời gian. Tự tháo bỏ mâm giặt : dễ sử dụng,04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1007,Concept_Like_9,"Hiệu ứng vân đá : sản phẩm trông tự nhiên, hòa hợp không gian nội thất trong nhà nhìn đẹp hơn và sang trọng hơn. Đèn báo hoạt động của máy sử dụng ánh sáng xung quanh bảng điều khiển để hiển thị trạng thái giặt giúp người dùng dễ dàng nhận biết máy giặt đang ở giai đoạn nào,yên tâm sử dụng",08|02,Vật liệu vân đá|Bảng điều khiển tiện lợi,1.0,True,False,Đèn báo không rõ thuộc mã nào [manually recoded]
1007,Concept_Like_10,"Hiệu ứng vân đá : sản phẩm trông tự nhiên, hòa hợp không gian nội thất trong nhà nhìn đẹp hơn và sang trọng hơn. Đèn led chiếu sáng bên lồng giặt khi hoạt động có màu xanh dương còn khi máy đun nước nóng đèn led có màu cam : giúp dễ nhìn,dễ hiểu khi sử dụng máy giặt",08|09,Vật liệu vân đá|Đèn led chiếu sáng,0.9,True,False,
1008,Concept_Like_1,"Cửa lồng sấy có kích thước lớn:  tiện lợi cho người lớn trẻ nhỏdễ bỏ quần áo. Quần áo mềm mại,bông xốp nhờ công nghệ khí nóng kép: giúp quần áo mềm mại và bông xốp, thoải mái cho người mặc. Thiết kế bảng điều khiển phía dưới: thuận tiện cho người giặt sử dụng dễ dàng",01|02,Thiết kế cửa lớn|Bảng điều khiển tiện lợi,0.9,True,False,
1008,Concept_Like_2,Tránh các vật dụng lớn rơi vào lồng giặt: tránh được sự cố ngoài ý muốn xảy ra khi giặt đồ. Nắp trượt không cần mở hẳn cửa:: tiết kiệm được diện tích cho khu vực giặt giũ,10,Thiết kế cửa trượt,0.9,True,False,
1008,Concept_Like_3,"Không cần mở hoàn toàn nắp cửa máy giặt: không sợ vật dụng lớn rơi vào lồng giặt. Giúp lồng giặt được thông thoáng,phơi khô tự nhiên, ngăn ngừa nấm mốc phát triển bên trong lồng: giữ máy giặt luôn sạch sẽ",06,Chống nấm mốc,0.9,True,False,
1008,Concept_Like_4,"Bảng điều khiển có màn hình cảm ứng hiển thị lớn: giúp dễ thao tác sử dụng máy giặt, người lớn tuổi cũng có thể sử dụng dễ dàng. Dễ cập nhật tính năng mới, thiết kế hiện đại: giúp máy giặt theo thị hiếu sáng trọng, hiện đại của người tiêu dùng",07|05,Màn hình cảm ứng|Thiết kế hiện đại,0.9,True,False,
1008,Concept_Like_5,"Bảng điều khiển có thể gấp gọn: giúp về sinh máy giặt dễ dàng, sử dụng tiện lợi: khi không cần thiết gấp gọn lại nên không sợ trẻ nhỏ phá bấm máy giặt lưng tung",02,Bảng điều khiển tiện lợi,0.9,True,False,
1008,Concept_Like_6,"Sử dụng giọng nói để thao tác máy: Dễ dàng sử dụng mà không cần bấm máy Giặt, không cần học thuộc thao tác sử dụng máy ,Giúp người lớn tuổi có thể sử dụng dễ dàng",03,Điều khiển giọng nói,0.9,True,False,
1008,Concept_Like_7,Tự động xả sạch xơ vải lọc không cần vệ sinh thủ công: tiết kiệm thời gian vệ sinh máy,04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1008,Concept_Like_8,"Tự vệ sinh máy giặt: tiện lợi, tự vệ sinh bất cứ lúc nào mà không cần chờ đợi thợ tới vệ sinh. Không cần tốn phí: tiết kiệm chi phí tiền vệ sinh máy giặt",04,Tiết kiệm thời gian và chi phí,0.9,True,False,
1008,Concept_Like_9,"Sử dụng ánh sáng xung quanh bảng điều khiển để hiển thị trạng thái của máy: giúp theo dõi được quá trình giặt của máy, không cần phải trực tiếp kiểm tra vẫn biết máy đang giặt tới đâu. Bề mặt mô phỏng vân đá: giúp máy nhìn sang trọng hơn",08|02,Vật liệu vân đá|Bảng điều khiển tiện lợi,1.0,True,False,Ánh sáng xung quanh bảng điều khiển không có mã cụ thể [manually recoded]
1008,Concept_Like_10,"Đèn led chiếu sáng bên lồng giặt: giúp quan sát quá trình giặt dễ dàng hơn mà không cần lại gần máy giặt. Bề mặt vật liệu mô phỏng vân đá: giúp máy giặt trông sáng trọng, có thể làm vật trang trí cho nội thất củangôi nhà",09|08,Đèn led chiếu sáng|Vật liệu vân đá,0.95,True,False,
1009,Concept_Like_1,Máy sấy thông hơi: giúp quần áo khô ráo tức thì trong điều kiện mưa gió ẩm ướt. Tay nắm mở cửa ở vị trí thấp: không kén chiều cao người thấp có thể tjao tác dễ dàng và thuận tiện hơn. Thiết kế thanh lịch tinh tế: tạo không gian nhà sang trọng thêm tiện nghi như có cả công nghệ giặt dịch vụ khi ở nhà,05,Thiết kế hiện đại,1.0,True,False,Thiết kế thanh lịch tinh tế không có mã cụ thể [manually recoded]
1009,Concept_Like_2,Nắp trượt không cần mở hẳn: tiết kiệm được không gian và giảm va chạm khi gặp chướng ngại vật khiến nắp gãy,10,Thiết kế cửa trượt,0.9,True,False,
1009,Concept_Like_3,Không cần mở nắp hoàn toàn vẫn giúp máy giặt hoàn toàn thông thoáng: tránh va chạm khi mở hoàn toàn nắp đứng và bay hơi chống được ẩm mốc,06,Chống nấm mốc,0.85,True,False,Thông thoáng lồng giặt
1009,Concept_Like_4,Bảng điều khiển có màn hình cảm ứng hiển thị lớn: giúp người dùng dễ dàng nhận biết và thao tác. Thiết kế hiện đại: trông sang trọng thu hút,07|05,Màn hình cảm ứng|Thiết kế hiện đại,0.9,True,False,
1009,Concept_Like_5,Bảng điều khiển có thể gấp gọn: người dùng có thể tự tùy chỉnh góc độ phù hợp với mình để thuận tiền cho việc thao tác tránh va chạm và chiếm diện tích làm cho không gian giặt gọn gàng ngăn nắp hơn,02,Bảng điều khiển tiện lợi,0.9,True,False,
1009,Concept_Like_6,Công nghệ thông minh tich hợp AI: rất tiện lợi và hữu dụng cho nhunwgxw người không rành về công nghệ thao tác trên bảng điều khiển rườm rà nhiều thông số. Họ có thể dùng lời nói để điều khiển nhanh chóng và đúng theo yêu cầu,03,Điều khiển giọng nói,0.9,True,False,
1009,Concept_Like_7,Máy tự động xả sạch sơ vải lọc được: lồng giặt sạch sẽ thì đồ giặt không bị bám lông sợi vải. Vệ sinh tự động: tiết kiệm được chi phí thuê dịch vụ vệ sinh,04,Tiết kiệm thời gian và chi phí,0.9,True,False,
