ResID,Question,Verbatim,Codes,CodeLabels,Confidence,IsCoded,NeedsReview,Note
2005,Concept_Like_3,không cần mở hoàn toàn nắp cửa may giăt để giúp máy ko có mùi hôi,03|08,Tiết kiệm không gian / Diện tích|Thông thoáng / Ngăn ngừa ẩm mốc,1.0,True,False,
2005,Concept_Like_4,giúp cho thao tác sử dụng máy giat dê dàng phù hơp voi nhiều lứa tuổi,01|10,Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng,1.0,True,False,
2005,Concept_Like_5,thiết kế hiện đại mang đến cảm giác sang trọng   cho ngôi nhà,02,Thiết kế / Thẩm mỹ,1.0,True,False,
2005,Concept_Like_6,yêu cầu máy kêt thúc giặt theo thoi gian mong muốn tạo cảm giác hiện đại tiết kiêm điện,02|05|07,Thiết kế / Thẩm mỹ|Công nghệ thông minh / Tự động hóa|Tiết kiệm chi phí,0.95,True,False,
2005,Concept_Like_7,tiết kiêm thời gian tôi thấy nhanh để còn thoi gian làm nhiều viêc khác,06,Tiết kiệm thời gian,1.0,True,False,
2005,Concept_Like_8,người dùng có thể tự vệ sinh máy sach sẽ không mất tiền thuê,04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2005,Concept_Like_9,sản phẩm trông tự nhiên  tạo cảm giác trang nhã,02,Thiết kế / Thẩm mỹ,1.0,True,False,
2005,Concept_Like_10,xoáy. nước siêu mạnh khi hoạt đông sẽ kèm theo đèn led màu xanh dương mang lại cảm giác dễ nhận biết là máy đang hoạt động,09|11,Thông tin / Hiển thị rõ ràng|Khả năng giặt / Sấy,0.95,True,False,
2006,Concept_Like_1,"Thích công nghệ khí nóng làm quần áo bông xốp, mềm mại khi mặc sẽ mềm với da hơn
Không
Không
Không
Không",05|11,Công nghệ thông minh / Tự động hóa|Khả năng giặt / Sấy,0.95,True,False,
2006,Concept_Like_2,"Thích nắp có thiết kế cửa trượt vì đỡ tốn diện tích, trông hiện đại
Không
Không
Không
Không",02|03,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,0.95,True,False,
2006,Concept_Like_3,"Thích chân chống nắp máy giúp lồng giặt thông thoáng làm quần áo không bị nấm mốc
Không
Không
Không
Không",08,Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,
2006,Concept_Like_4,"bảng điều khiển có màn hình cảm ứng hiển thị lớn giúp mình nhìn rõ, thao tác sử dụng dễ dàng , với thiết kế hiện đại
Không
Không
Không
Không",09|01|02,Thông tin / Hiển thị rõ ràng|Dễ sử dụng / Thao tác|Thiết kế / Thẩm mỹ,0.95,True,False,
2006,Concept_Like_5,"khi không sử dụng bảng điều khiển có thể gấp gọn 180 độ để phẳng với bề mặt máy giặt khiến cho việc vệ sinh lau chùi dễ dàng.
Không
Không
Không
Không",02|04,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.95,True,False,
2006,Concept_Like_6,"Điều khiển bằng giọng nói mà không cần sử dụng bảng điều khiển nên không bị phức tạp
Không
Không
Không
Không",05|01,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác,0.95,True,False,
2006,Concept_Like_7,"sau khi giặt xong, máy giặt lọc được sơ vải giúp vệ sinh sạch sẽ
Không
Không
Không
Không",05,Công nghệ thông minh / Tự động hóa,0.95,True,False,
2006,Concept_Like_8,"máy giặt có tính năng tháo bỏ được mâm giặt giúp người dùng tự vệ sinh, nhờ đó giúp tiết kiệm chi phí
Không
Không
Không
Không",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,0.95,True,False,
2006,Concept_Like_9,"Thích chế độ giặt nước nóng với đèn led màu cam để biết máy giặt đang ở giai đoạn nào, tính năng giặt nước nóng giúp quần áo sạch sẽ, an toàn
Không
Không
Không
Không",11|09,Khả năng giặt / Sấy|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2006,Concept_Like_10,"Tính năng chiếu sáng giúp tăng cường và làm nổi bật chức năng sản phẩm, đèn led hiện màu giúp dễ nhìn dễ hiểu: màu xanh dương thể hiện xoáy nước siêu mạnh còn khi máy đun nước nóng thì sẽ hiện màu cam
Không
Không
Không
Không",09,Thông tin / Hiển thị rõ ràng,0.95,True,False,
2007,Concept_Like_1,"Lồng sấy to đựng được nhiều quần áo giúp khi sấy không tốn thời gian và tiết kiệm điện 
Không 
không có 
Không có
Không có",11|06|07,Khả năng giặt / Sấy|Tiết kiệm thời gian|Tiết kiệm chi phí,0.95,True,False,
2007,Concept_Like_2,"Máy giặt màu trắng nhìn trẻ trung, hiện đại.
Cửa trượt giúp dễ mở với phụ nữ hơn
Không có
Không có
Không có",02|01,Thiết kế / Thẩm mỹ|Dễ sử dụng / Thao tác,0.95,True,False,
2007,Concept_Like_3,"Chân chống máy giặt giúp  lồng giặt luôn khô thoáng  mà không lo ẩm mốc về mùa nồm 
Không 
Không 
Không
Không",08,Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,
2007,Concept_Like_4,"Bảng điều khiển cảm ứng lớn giúp dễ đọc và dễ dàng quan sát trong khi đang giặt 
Không có 
Không có
Không 
Không",09,Thông tin / Hiển thị rõ ràng,0.95,True,False,
2007,Concept_Like_5,"Bảng điều khiển gấp gọn giúp lau chùi dễ dàng 
Không 
Không 
Không 
Không",02|04,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.95,True,False,
2007,Concept_Like_6,"Điều khiển bằng giọng nói giúp việc sử dụng máy giặt dễ dàng hơn
Không 
Không 
Không 
Không",05|01,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác,1.0,True,False,
2007,Concept_Like_7,"Tính năng tự động loại bỏ xơ vải giúp quần áo trông mới hơn
Không 
Không 
Không
Không",05,Công nghệ thông minh / Tự động hóa,0.95,True,False,
2007,Concept_Like_8,"Mâm giặt dễ tháo lắp hơn với thiết kế mới này
Không
Không 
Không 
Không",04,Dễ vệ sinh / Tự vệ sinh,1.0,True,False,
2007,Concept_Like_9,"máy có bề mặt vân đá nhìn sang trọng 
có ánh sáng xanh xung quang bảng điều khiển dễ đọc dễ nhìn hơn khi giặt
Không 
Không 
Không",02|09,Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,1.0,True,False,
2007,Concept_Like_10,"Có đèn led làm nổi bật xoáy nước mạnh khi giặt giúp quần áo sạch bụi nhanh
Không
Không
Không 
Không",09|11,Thông tin / Hiển thị rõ ràng|Khả năng giặt / Sấy,1.0,True,False,
2008,Concept_Like_1,"Máy giặt sử dụng dễ dàng vì có cửa mở đằng trước nên thuận tiện với tay và dễ cho đồ vào máy.
Không
không
không
không",01,Dễ sử dụng / Thao tác,1.0,True,False,
2008,Concept_Like_2,"nắp máy giặt có thiết kế cửa trượt rất hiện đại
Diện tích lồng giặt rộng nên giúp ngăn ngừa nấm mốc phát triển bên trong lồng giặt, cho cảm giác máy giặt này sẽ giúp khử khuẩn tốt.
không
không
không",02|03|08,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích|Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,Mã 03 được suy luận từ 'cửa trượt' dựa trên ví dụ trong codeframe.
2008,Concept_Like_3,"chân chống nắp máy nhìn mới lạ ,giúp thông thoáng lồng giặt
không cần mở hoàn toàn nắp máy giặt nên sẽ không bị rơi các vật dụng vào trong, giúp máy giặt luôn sạch sẽ.
không
không
không",02|08|04,Thiết kế / Thẩm mỹ|Thông thoáng / Ngăn ngừa ẩm mốc|Dễ vệ sinh / Tự vệ sinh,0.9,True,False,Mã 04 được suy luận từ 'giúp máy giặt luôn sạch sẽ' do không bị rơi vật dụng vào trong.
2008,Concept_Like_4,"bảng điều khiển có màn hình cảm ứng hiển thị lớn giúp cho tôi chọn chức năng giặt dễ dàng hơn
không
không
không
không",09|01,Thông tin / Hiển thị rõ ràng|Dễ sử dụng / Thao tác,1.0,True,False,
2008,Concept_Like_5,"bảng điều khiển có thể gấp gọn khi không sử dụng nên tiện dụng giúp lau chùi dễ dàng
không
không
không
không",02|04,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.95,True,False,"Mã 02 cho 'gấp gọn', mã 04 cho 'lau chùi dễ dàng'."
2008,Concept_Like_6,"điều khiển máy giặt bằng giọng nói sẽ giúp những người mắt kém có thể sử dụng chức năng giặt dễ dàng và nhanh chóng.
khoảng cách trong 2 m có thể nghe được nên tôi không cần phải đứng gần máy, rất hữu ích.
không
không
không",05|01|10,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng,1.0,True,False,
2008,Concept_Like_7,"tự động loại bỏ xơ vải sau mỗi lần giặt nên người dùng sẽ không cần vệ sinh thủ công ,giúp tiết kiệm thời gian
không
không
không
không",05|04|06,Công nghệ thông minh / Tự động hóa|Dễ vệ sinh / Tự vệ sinh|Tiết kiệm thời gian,1.0,True,False,
2008,Concept_Like_8,"dễ dàng tháo lắp mâm giặt để vệ sinh nên tôi không cần thuê dịch vụ bên ngoài giúp tiết kiệm tiền
không
không
không
không",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,1.0,True,False,
2008,Concept_Like_9,"bề mặt vật liệu bằng vân đá nhìn sang trọng.
đèn báo hoạt động sử dụng ánh sáng xung quanh giúp tôi biết được giai đoạn giặt đang ở bước nào, nên thuận tiện theo dõi.
không
không
không",02|09,Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,1.0,True,False,
2008,Concept_Like_10,"xoáy nước siêu mạnh nên sẽ giúp tẩy sạch vết bẩn trên quần áo dễ dàng.
không
không
không
không",11,Khả năng giặt / Sấy,1.0,True,False,
2009,Concept_Like_1,"Cửa mở phía trước có đường kính rộng nên có thể bỏ nhiều quần áo vào cùng lúc giúp tiết kiệm thời gian mà không phải bỏ từng chiếc quần áo vào
Không có 
Không
Không
Không",01|06|11,Dễ sử dụng / Thao tác|Tiết kiệm thời gian|Khả năng giặt / Sấy,0.95,True,False,
2009,Concept_Like_2,"Nắp trượt giúp dễ mở dù là mở nắp bằng 1 tay hay 2 tay giúp phụ nữ không tốn nhiều sức khi sử dụng sản phẩm 
Không
Không
Không
Không",01,Dễ sử dụng / Thao tác,0.95,True,False,
2009,Concept_Like_3,"Nắp máy giặt có chân chống nhìn hiện đại giúp máy giặt luôn được thông thoáng khi đang mở  mà không bị bụi bay vào 
Không
Không
Không
Không",02|08,Thiết kế / Thẩm mỹ|Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,
2009,Concept_Like_4,"Bảng điều khiển có màn hình cảm ứng lớn nhìn hiện đại và dễ sử dụng các tính năng của máy giặt hơn
Không
Không
Không
Không",01|02|09,Dễ sử dụng / Thao tác|Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2009,Concept_Like_5,"Thích kiểu bảng điều khiển gập được giúp tiết kiệm không gian trong khi giặt giũ 
Không
Không
Không
Không",02|03,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,0.95,True,False,
2009,Concept_Like_6,"Điều khiển bằng giọng nói nên có thể đứng từ xa mà không phải đến gần máy giặt để thao tác nên tôi có thể làm nhiều việc cùng lúc với việc giặt giũ để tiết kiệm thời gian cho bà nội trợ 
Không
Không
Không
Không",01|05|06,Dễ sử dụng / Thao tác|Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,0.95,True,False,
2009,Concept_Like_7,"Máy giặt tự động loại bỏ xơ vải làm quần áo ít bám bụi hơn khi mặc
Không
Không
Không
Không",05,Công nghệ thông minh / Tự động hóa,0.95,True,False,
2009,Concept_Like_8,"Thiết kế mới giúp mâm giặt dễ tháo nên giúp tôi tự vệ sinh được 
Không
Không
Không
Không",02|04,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.95,True,False,
2009,Concept_Like_9,"Bề mặt vân đá nhìn hiện đại và chống hơi nước tích tụ trên bề mặt tốt hơn khi gặp thời tiết ẩm nồm
Không
Không
Không
Không",02,Thiết kế / Thẩm mỹ,0.95,True,False,
2009,Concept_Like_10,"Thiết kế đèn led làm tôi có thể nhìn rõ xoáy nước mạnh bên trong lồng giặt nên mới lạ với tôi
Không
Không
Không
Không",02|09,Thiết kế / Thẩm mỹ|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2010,Concept_Like_1,"Combo máy giặt lồng đứng và máy sấy thông hơi có kích thước to giúp cho  bỏ đồ vào dễ dàng, thuận tiện
Ko
Ko
Ko
Ko",01|11,Dễ sử dụng / Thao tác|Khả năng giặt / Sấy,0.95,True,False,
2010,Concept_Like_2,"Cửa trượt giúp cho không gian tiết kiệm diện tích trong nhà với những nhà có diện tích nhỏ
Ko
Ko
Ko
Ko",02|03,Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,0.95,True,False,
2010,Concept_Like_3,"Điểm mới có thêm chân chống nắp máy cho máy giặt giúp ngăn ngừa nấm mốc phát triển khiến máy giặt luôn sạch sẽ
Ko
Ko
Ko
Ko",02|04|08,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh|Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,
2010,Concept_Like_4,"Bảng điều khiển cảm ứng hiển thị lớn nhìn rõ ràng và giúp sử dụng dễ dàng hơn
Ko
Ko
Ko
Ko",01|09,Dễ sử dụng / Thao tác|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2010,Concept_Like_5,"Bảng điều khiển gấp gọn giúp cho việc vệ sinh lau chùi dễ dàng
Ko
Ko
Ko
Ko",02|04,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh,0.95,True,False,
2010,Concept_Like_6,"Điều khiển giọng nói thông minh giúp cho thao tác nhanh hơn mà không cần phải bấm nút bằng tay
Ko
Ko
Ko
Ko",01|05|06,Dễ sử dụng / Thao tác|Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,0.95,True,False,
2010,Concept_Like_7,"Mỗi lần máy tự động xả sạch xơ vải vậy sẽ sạch bụi trên quần áo, không mất thời gian vệ sinh máy
Ko
Ko
Ko
Ko",05|06,Công nghệ thông minh / Tự động hóa|Tiết kiệm thời gian,0.95,True,False,
2010,Concept_Like_8,"Tự tháo lắp để vệ sinh không phải thuê dịch vụ bên ngoài để đỡ tốn chi phí
Ko
Ko
Ko
Ko",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,0.95,True,False,
2010,Concept_Like_9,"Bề mặt vật liệu mô phỏng Vân đá trông tự nhiên phù hợp với nội thất trong nhà giúp ngôi nhà trở nên sang trọng
Ko
Ko
Ko
Ko",02,Thiết kế / Thẩm mỹ,0.95,True,False,
2010,Concept_Like_10,"Thiết kế bề mặt Vân đá đẹp giúp cho căn nhà trở nên sang trọng
Ko
Ko
Ko
Ko",02,Thiết kế / Thẩm mỹ,0.95,True,False,
2011,Concept_Like_1,"lồng sấy kích thước lớn giúp việc bỏ đồ thuận tiện dễ dàng
vị trí  mở cửa thấp giúp người thấp cũng có thể sử dụng
ko
ko
ko",01|10|11,Dễ sử dụng / Thao tác|Phù hợp nhiều đối tượng|Khả năng giặt / Sấy,0.95,True,False,
2011,Concept_Like_2,"cửa trượt khá tiện lợi giúp người dùng dễ tháo tác không tốn diện tích lại tránh vật dụng lớn rơi vào lồng giặt
ko
ko
ko
ko",01|02|03,Dễ sử dụng / Thao tác|Thiết kế / Thẩm mỹ|Tiết kiệm không gian / Diện tích,0.95,True,False,
2011,Concept_Like_3,"chân chống giúp máy giặt thông thoáng giúp ngăn ẩm mốc trong lồng giặt luôn sạch sẽ
ko
ko
ko
ko",04|08,Dễ vệ sinh / Tự vệ sinh|Thông thoáng / Ngăn ngừa ẩm mốc,0.95,True,False,
2011,Concept_Like_4,"màn hình hiển thị lớn giúp người dùng dễ nhìn, dễ tháo tác
ko
ko
ko
ko",01|09,Dễ sử dụng / Thao tác|Thông tin / Hiển thị rõ ràng,0.95,True,False,
2011,Concept_Like_5,"bảng điều khiển có thể gấp gọn nhìn thiết kế hiện đại, tiện dụng, dễ vệ sinh lau chùi, đỡ tốn không gian
ko
ko
ko
ko",02|04|03,Thiết kế / Thẩm mỹ|Dễ vệ sinh / Tự vệ sinh|Tiết kiệm không gian / Diện tích,1.0,True,False,[manually recoded]
2011,Concept_Like_6,"công nghệ thông mình tích hợp AI khiến tính năng hiện đại giúp tăng tính tiện dụng 
ko
ko
ko
ko",05|01,Công nghệ thông minh / Tự động hóa|Dễ sử dụng / Thao tác,0.95,True,False,
2011,Concept_Like_7,"tự động xả sơ vải giúp không phải vệ sinh thủ công giúp người dùng đỡ bẩn tay
ko
ko
ko
ko",05|04|06,Công nghệ thông minh / Tự động hóa|Dễ vệ sinh / Tự vệ sinh|Tiết kiệm thời gian,0.95,True,False,
2011,Concept_Like_8,"dễ dàng tháo dỡ lắp đặt mâm vì không tốn chi phí và không phải gọi thợ
ko
ko
ko
ko",04|07,Dễ vệ sinh / Tự vệ sinh|Tiết kiệm chi phí,0.95,True,False,
